type,post_count,text_len_chars,text_len_words,n_urls,n_q,n_excl,n_nonascii_chars,frac_ascii_chars
ENFP,50,7270,1340,0,10,41,0,1.0
INTP,50,9837,1749,0,1,0,0,1.0
ENFP,50,8965,1580,9,9,22,0,1.0
INTJ,50,8610,1544,2,20,5,0,1.0
INFP,50,8702,1511,4,5,3,2,0.9997701677775224
INFP,50,4083,581,11,11,1,0,1.0
INFJ,50,8635,1329,13,15,7,0,1.0
ESTP,50,7650,1254,5,11,30,0,1.0
INFP,50,8280,1404,4,9,6,0,1.0
INTJ,50,5485,902,2,5,0,0,1.0
INFJ,50,9922,1572,0,5,2,0,1.0
INTP,50,7226,1171,3,9,0,0,1.0
INTP,15,2261,386,0,6,0,0,1.0
ENFJ,50,6790,1246,1,13,25,0,1.0
ISFJ,50,8330,1431,0,3,23,1,0.9998799519807923
ISTP,50,9207,1597,0,9,1,1,0.9998913869881612
INFJ,50,6290,1017,11,11,5,4,0.9993640699523052
ISFP,50,8969,1569,0,10,2,0,1.0
INTJ,47,7028,1248,0,28,2,0,1.0
ENFP,50,3216,422,5,8,50,1,0.9996890547263682
ISTJ,50,7283,1219,0,15,9,0,1.0
ENTP,50,8460,1539,1,5,17,0,1.0
INTP,50,6501,1100,1,17,0,0,1.0
ESFJ,50,9439,1710,0,5,9,0,1.0
INTP,50,6885,1199,3,7,2,0,1.0
ENTJ,50,7081,1068,10,12,5,0,1.0
ISFP,50,8507,1468,0,6,3,0,1.0
INFJ,50,7497,1206,6,12,4,9,0.9987995198079231
ENFJ,50,9421,1608,4,23,15,0,1.0
ENFP,50,8065,1447,1,15,25,1,0.9998760074395536
INTP,50,8493,1466,0,7,0,0,1.0
ISTJ,50,7449,1313,7,15,1,1,0.9998657537924553
ISFJ,50,9178,1616,2,15,2,0,1.0
INFP,50,7830,1211,10,5,2,2,0.9997445721583652
INFP,50,8066,1331,5,10,1,7,0.9991321596826184
INFJ,50,9337,1625,0,8,3,0,1.0
INTP,50,9256,1607,2,13,9,0,1.0
INFJ,50,5690,841,12,17,3,4,0.9992970123022847
INFJ,50,8756,1499,0,8,29,0,1.0
INFJ,50,7614,769,58,73,14,11,0.998555292881534
ENFP,44,7059,1178,0,11,24,0,1.0
INFJ,50,9660,1672,0,6,13,0,1.0
ESFP,50,9188,1627,0,10,28,0,1.0
INTP,50,9107,1569,1,6,14,0,1.0
INTP,50,8369,1378,2,6,2,0,1.0
INFJ,50,7834,1374,0,13,14,0,1.0
INFJ,50,8504,1507,0,12,3,0,1.0
INTP,47,8521,1519,1,5,2,0,1.0
INTJ,50,8482,1490,0,5,6,0,1.0
INFJ,50,4718,499,16,37,3,0,1.0
ENFP,50,8295,1240,13,18,10,0,1.0
ENFP,50,6884,1132,6,6,44,0,1.0
INFP,50,8711,1452,2,7,0,0,1.0
ISFJ,50,5267,812,9,11,26,0,1.0
INFJ,50,5515,696,21,31,11,1,0.999818676337262
ENTJ,50,8845,1611,0,10,5,0,1.0
INFP,50,10063,1731,0,8,1,0,1.0
INTP,50,4860,791,1,17,0,0,1.0
INTP,50,7262,1250,1,14,9,0,1.0
ISFP,50,7072,1223,0,8,22,0,1.0
ISTP,50,5053,555,22,22,23,0,1.0
INFP,50,7446,1280,0,4,6,0,1.0
INTP,50,8719,1477,0,12,2,0,1.0
ENTP,50,5300,892,0,13,1,0,1.0
ISFJ,50,9777,1774,0,6,4,0,1.0
INTP,50,7201,1157,4,13,0,0,1.0
INFP,50,8611,1459,3,5,9,0,1.0
ENFJ,50,4824,742,0,7,1,0,1.0
INTP,50,9230,1754,0,6,14,0,1.0
ENTP,50,6807,1122,3,16,6,0,1.0
INFP,50,7147,1220,1,9,17,0,1.0
ENFP,50,9375,1627,0,12,25,0,1.0
INTP,50,7316,1175,5,11,1,0,1.0
INFP,50,8861,1479,2,9,2,0,1.0
INTP,50,7369,1199,5,11,3,0,1.0
INFP,50,5782,899,0,10,23,0,1.0
INTJ,10,1630,266,1,0,0,0,1.0
ENFP,50,6144,996,13,20,12,0,1.0
INFJ,50,8095,1412,7,12,31,4,0.9995058678196418
ESFP,50,7639,1298,1,10,4,0,1.0
INTP,50,5525,945,2,12,7,0,1.0
ENFJ,50,4840,810,1,13,27,0,1.0
INFP,50,8104,1387,0,8,6,0,1.0
INFP,50,8998,1607,0,7,7,0,1.0
INFJ,50,9026,1612,0,5,6,0,1.0
ENTJ,50,5831,580,19,4,2,22,0.9962270622534728
INTP,50,8241,1407,0,13,0,0,1.0
INFP,50,8336,1516,0,11,1,0,1.0
ISTP,50,7392,1152,13,23,3,0,1.0
ESFP,31,3833,661,0,12,13,0,1.0
INTP,50,8985,1512,1,9,4,0,1.0
INFP,50,7267,1252,1,16,10,0,1.0
ENFJ,50,9122,1624,4,9,10,18,0.9980267485200613
ENFP,50,8112,1295,12,20,0,0,1.0
ENFJ,50,8529,1522,0,17,36,0,1.0
INFP,50,8205,1431,2,9,1,1,0.9998781230956734
INFP,50,5948,923,5,5,20,0,1.0
INFJ,50,6666,1137,1,13,14,0,1.0
INFJ,50,9152,1585,2,10,15,0,1.0
INFJ,50,8066,1255,2,20,15,0,1.0
ENFP,50,5486,941,1,10,19,0,1.0
INFP,50,9047,1478,1,6,3,0,1.0
INFP,50,5979,1049,1,14,22,1,0.9998327479511624
INFP,50,2523,328,5,7,1,3,0.9988109393579072
ENFP,50,8939,1502,1,8,11,0,1.0
ENTJ,48,8263,1379,5,10,3,6,0.9992738714752512
ISTJ,50,6356,1097,0,8,41,0,1.0
INFJ,50,9464,1615,2,17,5,0,1.0
ISFP,50,6117,1045,1,15,28,0,1.0
INTP,50,8103,1411,2,15,4,0,1.0
INTJ,50,7829,1280,0,6,0,0,1.0
ISFJ,50,7534,1199,15,10,0,0,1.0
INFJ,50,8900,1515,0,7,18,1,0.9998876404494382
ENFP,50,9266,1670,0,5,10,0,1.0
INFP,50,7163,1224,2,10,8,0,1.0
INFJ,50,8042,1405,1,8,8,0,1.0
ESFJ,50,6697,1125,1,4,4,0,1.0
ISFJ,50,7159,1249,2,6,5,0,1.0
INTJ,50,6156,1063,0,15,24,0,1.0
INTP,50,8659,1505,0,4,2,0,1.0
INFP,50,7708,1309,3,17,3,0,1.0
INFP,50,7013,1277,3,16,10,0,1.0
ENTP,50,5874,1002,0,1,7,0,1.0
ENFP,50,7220,1367,0,11,4,6,0.9991689750692521
INTJ,50,8289,1431,0,7,6,0,1.0
ISTP,39,5104,822,1,7,0,0,1.0
ENTP,50,8754,1502,0,8,5,0,1.0
INFJ,50,6070,955,8,3,3,3,0.999505766062603
ISFJ,50,8038,1354,2,17,10,0,1.0
ENTP,50,6623,966,19,0,7,0,1.0
ISFP,50,8475,1535,2,7,0,0,1.0
INFP,50,7896,1319,1,2,2,0,1.0
INTP,50,8652,1445,4,5,6,0,1.0
ISTP,50,4085,653,2,9,1,1,0.9997552019583843
INTP,15,1744,292,0,2,2,0,1.0
INTJ,50,8298,1487,0,8,8,0,1.0
ENFP,50,6586,984,8,7,15,0,1.0
INFP,50,6341,1147,0,7,5,0,1.0
INFJ,50,9524,1668,1,10,7,0,1.0
INFJ,50,7030,1168,5,9,8,0,1.0
ENTJ,50,8120,1437,1,12,5,0,1.0
INTP,50,7996,1372,0,3,0,0,1.0
INFP,39,7448,1243,0,2,2,0,1.0
INTP,50,7677,1341,0,5,6,0,1.0
INFP,50,5919,849,12,11,2,0,1.0
INFP,50,8803,1615,1,5,11,0,1.0
INFJ,50,7117,1316,0,5,0,0,1.0
INFJ,50,7158,1274,0,4,13,0,1.0
ENTJ,50,7809,1242,2,19,6,0,1.0
ISFP,50,6957,1187,0,4,24,0,1.0
INFP,50,9451,1625,1,4,1,0,1.0
INTP,50,7204,992,17,21,16,0,1.0
INFP,26,3775,618,4,12,8,0,1.0
ENTP,50,7452,1319,0,3,2,0,1.0
INTJ,50,6257,1027,3,17,10,0,1.0
INTJ,50,7699,1283,4,4,0,0,1.0
ENTP,50,7912,1463,3,20,3,0,1.0
INFP,48,8038,1445,3,9,9,0,1.0
ENTP,58,5658,950,2,4,1,0,1.0
INFP,50,5659,917,1,7,13,0,1.0
INFP,50,8281,1422,5,5,22,0,1.0
ISFJ,50,7806,1160,22,26,1,8,0.9989751473225724
INFP,50,7133,1267,1,12,10,0,1.0
INFJ,50,8753,1566,1,8,3,0,1.0
INTP,50,9131,1635,0,8,1,3,0.9996714489103056
ENTP,50,4872,828,1,2,3,15,0.9969211822660099
INFP,40,7269,1304,0,4,34,0,1.0
INFP,50,8317,1414,1,12,5,0,1.0
INFP,50,8654,1568,2,8,5,0,1.0
INTP,69,8183,1451,1,26,13,0,1.0
ISTP,50,8467,1507,1,11,1,0,1.0
INTP,50,8650,1534,4,15,0,2,0.9997687861271676
INTJ,50,6288,997,5,4,6,1,0.9998409669211196
INTP,50,9632,1652,0,10,11,0,1.0
INFJ,50,8246,1398,7,7,1,0,1.0
ISTP,43,4528,695,12,13,0,0,1.0
INTJ,50,7370,1222,12,19,3,0,1.0
INFJ,50,8470,1362,5,7,5,0,1.0
INFP,50,7832,1374,0,9,29,0,1.0
ENFP,50,6342,838,21,17,1,0,1.0
INFJ,50,8676,1491,1,5,12,0,1.0
INTP,40,6029,1053,0,2,0,0,1.0
INTP,50,3357,274,26,36,0,1,0.9997021149836163
INFJ,50,4686,652,14,13,36,0,1.0
INTJ,50,7421,1254,3,10,5,0,1.0
ENFP,50,9262,1570,1,9,9,0,1.0
INTJ,50,9074,1448,10,9,6,0,1.0
INFJ,34,5274,908,1,3,4,0,1.0
INTJ,50,7656,1298,1,16,20,19,0.9975182863113897
ENTP,36,5127,854,3,3,11,0,1.0
INFP,50,9554,1683,1,8,0,0,1.0
INFJ,41,7007,1225,0,7,51,0,1.0
INTP,50,7172,993,23,20,4,6,0.9991634132738427
ESTJ,50,6793,1209,0,14,0,0,1.0
ISTP,50,6547,1132,0,10,0,1,0.999847258286238
ENTP,50,7305,1321,0,28,3,0,1.0
INTJ,50,7118,1154,2,6,0,10,0.9985951109862321
INTJ,50,7012,1222,1,7,7,0,1.0
INFP,50,8300,1443,3,5,2,0,1.0
INFP,50,9374,1625,1,16,2,0,1.0
INTP,37,6481,1082,4,7,11,0,1.0
INFP,50,6360,1165,0,3,4,0,1.0
INFJ,38,4742,758,5,3,0,1,0.9997891185153943
ENTP,50,7750,1339,0,19,5,0,1.0
ENTJ,38,6967,1182,0,6,2,0,1.0
INTJ,50,8284,1375,1,22,1,0,1.0
ISFJ,50,7759,1308,1,9,40,0,1.0
INFP,50,8098,1382,1,8,18,0,1.0
INFP,50,9019,1553,2,11,27,1,0.9998891229626344
ENFP,50,6895,1185,1,28,13,0,1.0
INFP,44,6906,1229,0,0,4,0,1.0
ENFP,50,7731,1362,1,5,2,0,1.0
INFP,42,6060,1078,1,5,20,4,0.9993399339933994
INTJ,50,8596,1546,1,11,9,0,1.0
INTJ,50,8336,1340,0,9,8,0,1.0
INFP,50,5689,987,2,19,9,0,1.0
ENFP,24,2280,374,0,7,2,0,1.0
INFJ,50,6906,1175,4,9,0,0,1.0
ISTP,57,6155,1049,5,16,1,0,1.0
INFP,50,8103,1296,13,8,4,3,0.9996297667530544
INFJ,50,8766,1576,0,25,40,3,0.9996577686516085
ISTP,50,5656,1021,0,8,3,0,1.0
INTP,50,7454,1177,5,11,0,0,1.0
INFJ,50,8717,1514,1,8,17,0,1.0
INTJ,50,7548,1248,7,21,7,8,0.9989401165871754
INFP,50,8240,1417,3,10,7,1,0.9998786407766991
INTJ,50,5695,683,13,14,8,0,1.0
INFJ,50,8875,1661,0,3,3,2,0.999774647887324
INTP,50,6344,1085,0,4,0,0,1.0
ISFJ,50,8962,1497,1,6,7,0,1.0
ENTP,50,7081,1200,0,11,11,0,1.0
INFP,50,5950,894,7,7,13,0,1.0
INTP,50,8201,1342,5,17,12,0,1.0
INTP,50,7272,1253,0,9,2,5,0.9993124312431243
INTJ,50,8801,1490,0,4,7,0,1.0
ENTP,50,7605,1398,0,4,0,0,1.0
INFJ,50,8886,1546,2,14,3,3,0.99966239027684
INTJ,50,8061,1450,0,13,7,0,1.0
INTP,50,7794,1344,2,12,3,0,1.0
INTP,47,8658,1546,1,19,14,0,1.0
ENFP,50,4435,762,0,8,10,0,1.0
ENTP,48,5911,1080,1,10,10,1,0.9998308238876671
ENFP,50,7160,1208,2,15,5,3,0.9995810055865921
ESFP,50,5176,743,12,11,2,8,0.9984544049459042
ENFP,50,8204,1396,3,13,15,0,1.0
INTP,36,6287,972,2,10,1,60,0.9904564975345952
INTP,50,7577,1351,0,2,0,1,0.9998680216444503
INTJ,50,6467,1138,6,12,2,0,1.0
INFJ,50,6069,1005,0,4,14,0,1.0
ISTP,24,3521,545,1,6,2,0,1.0
ISFP,50,7886,1433,2,3,6,0,1.0
INTP,50,8313,1336,3,11,6,0,1.0
ENTP,50,6162,1015,4,18,4,3,0.9995131450827653
INTJ,50,7922,1444,0,19,3,0,1.0
INFJ,50,8524,1521,0,5,5,1,0.9998826841858283
ENTJ,50,5467,911,0,17,26,0,1.0
ISTP,50,6375,1106,3,10,3,0,1.0
INFP,50,7340,1203,10,12,1,0,1.0
ENFJ,50,8042,1453,2,19,3,0,1.0
ISTJ,50,7933,1242,9,12,28,0,1.0
INTP,50,8521,1506,0,5,10,0,1.0
INFP,50,8897,1562,2,7,7,0,1.0
ISFP,50,7576,1223,9,13,6,0,1.0
ISTJ,49,7570,1283,1,12,7,0,1.0
INFJ,50,8702,1467,7,19,9,0,1.0
INTJ,50,5405,862,3,5,1,0,1.0
ESTP,50,7158,1242,1,11,1,0,1.0
ISFP,50,5266,867,1,10,13,1,0.9998101025446259
ENTP,50,7367,1241,4,14,12,0,1.0
INTP,50,8818,1540,2,12,4,0,1.0
INTJ,50,8608,1496,0,11,4,0,1.0
ENFJ,50,6873,1139,11,20,0,0,1.0
ISFJ,50,9663,1735,1,3,3,0,1.0
INFP,50,9086,1601,4,11,2,2,0.9997798811358133
INFJ,50,8328,1463,0,10,3,1,0.9998799231508165
INFJ,50,7304,1260,0,14,4,0,1.0
INFJ,50,8639,1518,2,12,6,0,1.0
INFP,50,7626,1281,1,4,12,0,1.0
INTP,50,8334,1422,2,4,14,0,1.0
ISFP,50,5021,798,9,22,22,0,1.0
ENFP,50,7444,1285,2,9,10,0,1.0
INFJ,50,7494,1242,6,7,1,0,1.0
INFP,50,4537,732,3,9,54,0,1.0
ENTJ,50,9200,1576,1,18,3,0,1.0
INFP,50,8500,1460,2,5,16,1,0.9998823529411764
INFP,50,9029,1557,3,3,1,0,1.0
INFP,50,6749,1132,1,13,4,0,1.0
ISFJ,50,4977,458,25,39,2,0,1.0
INTJ,50,8738,1250,7,25,4,59,0.9932478828107119
ISTP,50,6842,1065,6,12,0,0,1.0
ENFJ,50,8407,1467,0,13,1,1,0.9998810515046984
INTJ,26,4013,717,0,3,0,1,0.9997508098679292
ENTJ,50,7716,1291,0,9,2,0,1.0
INTP,50,6935,1129,3,10,3,5,0.9992790194664743
ISFJ,50,6436,1116,0,9,4,4,0.9993784959602238
INFP,50,9401,1764,2,10,18,0,1.0
INFP,50,8325,1397,5,19,0,0,1.0
INTP,50,8183,1341,1,5,4,0,1.0
INFP,50,7302,1143,18,22,3,20,0.997261024376883
INFJ,50,6011,1038,6,4,12,11,0.9981700216270172
INTP,50,7851,1321,2,6,0,0,1.0
INTJ,48,8942,1608,2,10,12,0,1.0
ENFP,50,7986,1508,0,13,9,0,1.0
INTJ,50,7207,1204,8,10,0,2,0.9997224920216456
INFP,50,9372,1721,1,6,2,0,1.0
INTJ,50,7515,1322,0,18,5,0,1.0
INFJ,50,6713,1239,1,8,0,0,1.0
INFJ,50,7127,1178,2,17,18,0,1.0
ISTP,50,7644,1194,18,12,0,1,0.999869178440607
INFP,50,6863,1136,3,7,1,0,1.0
INFP,50,3409,545,2,2,10,0,1.0
INTJ,50,7401,1133,3,10,4,0,1.0
INTP,50,7035,1164,5,4,0,0,1.0
INFJ,50,9242,1657,0,2,9,0,1.0
INFJ,50,7696,1270,0,5,11,6,0.9992203742203742
INTJ,50,6712,1007,10,18,2,0,1.0
INTP,50,8124,1371,1,5,2,0,1.0
ENTP,50,8768,1487,0,7,13,0,1.0
ENTP,50,7897,1387,2,23,5,8,0.9989869570723059
ENFJ,50,8685,1527,0,16,10,3,0.9996545768566494
INFP,50,6763,1173,1,10,5,0,1.0
INTP,50,4811,769,2,15,2,0,1.0
INTJ,50,7662,1372,0,32,4,0,1.0
INTP,50,7711,1218,7,12,2,2,0.9997406302684477
INFJ,50,7205,1150,12,3,5,0,1.0
ISFJ,50,9143,1607,0,18,4,0,1.0
INFJ,50,8179,1481,0,11,15,0,1.0
INFP,50,7084,1239,0,4,3,2,0.9997176736307171
INFJ,50,7836,1433,7,18,6,0,1.0
INFP,50,8491,1454,1,6,2,1,0.9998822282416676
INTP,50,5818,936,3,10,3,0,1.0
INFP,50,3502,376,8,28,0,0,1.0
ISTJ,50,7175,1203,3,15,17,0,1.0
ENTP,50,6922,1196,0,6,5,0,1.0
INTP,50,8516,1506,1,16,8,0,1.0
INFJ,50,9360,1630,0,7,6,0,1.0
INFJ,50,7497,1250,8,7,0,0,1.0
ISTJ,28,3282,399,16,23,1,0,1.0
ENTP,50,5488,897,5,9,23,0,1.0
ENFP,50,4874,718,14,23,12,0,1.0
ENFP,50,7440,1327,2,5,26,0,1.0
INFJ,46,8026,1514,0,8,3,0,1.0
INFP,50,8045,1334,3,13,6,0,1.0
INFP,50,7850,1401,1,10,12,0,1.0
INTJ,39,5465,919,1,8,2,0,1.0
ENFP,50,4400,703,0,6,3,0,1.0
ISTP,50,6721,1105,0,12,1,4,0.9994048504686802
ENTP,50,7700,1264,4,8,4,6,0.9992207792207792
INFP,50,7930,1307,2,17,75,0,1.0
INFP,50,7738,1245,8,21,0,0,1.0
INTJ,50,7331,1264,0,11,19,0,1.0
ENTP,50,6363,1089,0,8,0,0,1.0
ENFP,50,3221,518,1,9,12,0,1.0
ESTJ,50,4962,553,25,21,0,6,0.9987908101571947
INTP,50,6329,1070,3,10,5,0,1.0
ISFJ,49,7461,1316,0,7,8,0,1.0
INFP,49,9449,1596,4,14,44,7,0.9992591808657001
ISTP,50,7397,1286,0,2,5,0,1.0
INFP,50,9325,1538,0,16,0,0,1.0
INTP,50,6158,915,9,10,6,0,1.0
INTP,50,7194,1226,1,13,2,2,0.9997219905476786
ENFP,50,7995,1409,1,6,1,1,0.9998749218261413
INFP,50,8356,1471,3,15,15,0,1.0
INTP,50,6841,1197,1,7,0,0,1.0
ENTP,50,8279,1405,0,14,1,0,1.0
INTP,42,4629,826,0,7,3,0,1.0
ENFP,50,8977,1543,0,13,0,0,1.0
INTP,50,7017,1140,0,16,1,0,1.0
ISTP,50,7322,1254,2,10,15,0,1.0
ISTP,50,6511,1030,11,23,2,0,1.0
ENTP,50,8851,1532,4,17,59,0,1.0
INFP,50,9126,1592,1,4,0,0,1.0
ENTP,50,8999,1552,7,8,5,0,1.0
ENFP,50,8440,1473,4,8,12,5,0.9994075829383886
ENTP,50,5384,974,0,25,0,0,1.0
INFJ,50,8903,1530,0,17,14,0,1.0
INFJ,50,7881,1296,5,8,11,0,1.0
INFJ,50,8894,1555,3,6,7,0,1.0
INTP,50,7966,1288,5,13,4,0,1.0
ENTJ,50,5770,989,3,19,21,0,1.0
INTJ,50,7963,1300,5,24,0,0,1.0
INTP,50,9016,1532,0,1,1,0,1.0
INFP,50,4593,711,1,8,3,0,1.0
INFP,50,8488,1525,0,18,2,1,0.9998821866163996
INTP,45,8257,1425,0,7,1,0,1.0
ENTP,50,7294,1216,1,27,2,0,1.0
INTJ,50,7701,1407,0,20,2,1,0.9998701467341904
INFJ,48,8262,1437,2,10,6,0,1.0
ENTP,50,7565,1204,4,12,7,0,1.0
ISFP,50,7746,1323,0,3,0,81,0.9895429899302866
INTJ,50,7612,1250,4,17,2,0,1.0
INFP,50,9064,1538,1,16,15,0,1.0
ENFP,50,8475,1501,0,11,3,0,1.0
INFJ,50,6933,1214,1,7,2,2,0.9997115245925284
INFP,50,8406,1386,6,5,1,0,1.0
INFJ,50,8195,1394,5,10,0,0,1.0
INTP,50,7589,1272,2,6,3,0,1.0
ISTJ,50,8192,1484,1,14,2,0,1.0
INTP,50,9306,1649,0,7,6,0,1.0
INTJ,50,9296,1606,0,7,0,0,1.0
ENTJ,50,6645,1109,1,11,7,0,1.0
INFJ,50,7352,1270,0,8,9,0,1.0
INTJ,50,8524,1447,0,16,12,0,1.0
INFP,50,9708,1725,0,3,0,0,1.0
ESTP,50,5301,861,3,8,1,1,0.9998113563478589
INTP,37,7087,1145,1,7,4,0,1.0
ENFP,50,5188,905,0,17,42,0,1.0
INFJ,50,8799,1497,1,14,5,0,1.0
INFJ,29,4309,778,0,13,18,0,1.0
ISTJ,50,7822,1355,0,13,39,0,1.0
INTP,50,4743,786,0,14,0,0,1.0
INTP,50,6922,1174,5,6,0,0,1.0
ENTP,50,6448,1111,0,9,3,9,0.9986042183622829
ISFJ,50,7615,1315,3,19,1,0,1.0
ENTJ,50,8358,1419,1,9,4,0,1.0
INFP,50,7380,1290,3,3,10,0,1.0
INTP,46,7396,1299,1,2,0,0,1.0
INTP,50,5474,817,10,9,6,0,1.0
INFJ,50,6347,949,12,17,0,0,1.0
ENFP,50,6728,1167,0,3,23,0,1.0
ISFP,18,3245,583,0,0,13,0,1.0
INTJ,50,6776,1149,0,10,6,13,0.9980814639905549
INFP,50,3971,667,0,5,7,0,1.0
ENTP,50,8517,1549,1,3,6,0,1.0
ESTP,50,5415,816,13,11,3,0,1.0
ENFP,50,9135,1610,0,9,8,1,0.9998905309250137
INTP,50,6952,1149,2,9,2,0,1.0
INFJ,50,9148,1572,0,9,2,0,1.0
ISFP,50,6235,1064,6,15,7,0,1.0
INFP,41,7703,1303,0,9,10,0,1.0
INTP,50,8144,1393,7,4,0,0,1.0
INFP,50,6504,1075,2,12,11,0,1.0
INFP,50,6423,1081,6,12,8,0,1.0
ENFP,50,8767,1523,2,13,10,4,0.9995437435838942
INFP,43,5424,947,1,4,4,0,1.0
INFJ,50,7590,1323,0,9,1,1,0.9998682476943347
ENTP,50,8689,1490,3,12,5,0,1.0
INTJ,50,7966,1319,3,18,4,0,1.0
INFP,50,8100,1407,3,4,3,0,1.0
ENFP,50,5419,812,11,15,16,3,0.9994463923233069
INTP,50,8688,1509,1,4,13,1,0.9998848987108656
INFP,50,4698,501,23,18,6,4,0.9991485738612176
ENFJ,50,7107,1294,1,4,19,0,1.0
INFJ,50,9938,1757,0,1,1,0,1.0
INTP,50,8415,1550,0,13,20,0,1.0
ENTJ,50,9843,1790,0,11,9,0,1.0
ISFP,50,7193,1244,2,5,0,2,0.9997219518976783
INTP,50,6828,1171,4,7,2,0,1.0
ESTP,50,7901,1364,0,6,0,0,1.0
INFP,50,6921,1174,5,3,3,0,1.0
INTJ,32,4749,765,2,6,9,0,1.0
ESTJ,26,4004,716,0,6,24,0,1.0
ENTP,50,7980,1414,1,10,2,0,1.0
INTJ,37,4840,817,0,10,1,0,1.0
INFJ,50,7753,1373,1,10,13,1,0.9998710176705792
INTP,50,9649,1738,0,4,18,0,1.0
INFP,50,7797,1318,4,5,2,0,1.0
ISTP,50,6563,1055,10,18,15,2,0.9996952613134238
INFJ,50,9480,1640,2,7,2,0,1.0
INTP,50,8678,1431,3,9,2,0,1.0
ENFP,50,5668,728,18,42,15,0,1.0
INTJ,47,5743,760,9,3,2,0,1.0
INTP,50,7640,1275,3,5,4,0,1.0
INFJ,35,6078,1060,1,5,6,0,1.0
INFJ,50,9367,1615,1,9,12,1,0.9998932422333725
INFP,50,6337,1031,5,14,0,1,0.9998421966230078
ENFP,50,7895,1419,0,5,13,0,1.0
INTJ,50,7265,1281,2,10,9,0,1.0
INTP,50,6702,1141,0,8,13,0,1.0
INTP,50,8537,1424,0,8,7,0,1.0
INFP,50,7465,1277,5,4,2,5,0.999330207635633
INFP,50,6637,1168,1,7,8,0,1.0
INFP,23,2631,463,1,1,0,0,1.0
INTP,50,6656,1071,7,16,1,0,1.0
INTP,50,6936,1176,1,7,1,0,1.0
INFJ,50,8337,1490,0,17,14,0,1.0
INTP,50,4759,786,0,4,5,0,1.0
INTJ,50,8298,1335,4,10,2,0,1.0
INFJ,50,9029,1532,4,5,2,0,1.0
ENTP,50,7246,1200,1,27,6,0,1.0
ISTJ,44,6834,1156,2,11,3,2,0.9997073456248171
ENTP,50,5989,1016,0,12,22,1,0.9998330272165638
ENFJ,50,6457,1090,0,17,65,0,1.0
ENFJ,50,7424,1306,2,13,20,0,1.0
INTJ,50,8410,1449,1,18,13,0,1.0
ISTJ,50,8492,1470,0,8,9,0,1.0
ESTP,50,7538,1394,0,9,2,0,1.0
INFP,50,6887,1145,9,11,2,0,1.0
INFJ,50,8061,1348,1,4,1,3,0.9996278377372534
INTJ,50,6110,917,13,13,2,0,1.0
ENTP,50,7524,1406,1,11,4,0,1.0
ISTJ,50,7528,1260,8,6,10,7,0.9990701381509033
ISTJ,50,8233,1474,3,11,4,0,1.0
INFP,50,6927,1199,0,18,6,1,0.999855637361051
INFP,50,7488,1263,7,7,5,1,0.9998664529914529
ISTP,50,8495,1440,1,5,2,0,1.0
INTJ,50,9084,1537,2,10,2,1,0.9998899163364157
INTJ,50,6716,1166,0,2,0,3,0.9995533055390113
ENFJ,50,8675,1454,3,14,29,1,0.9998847262247839
INFP,50,9254,1623,0,11,10,5,0.999459693105684
INFP,50,7710,1347,2,15,6,0,1.0
INTJ,45,4801,768,6,7,1,1,0.9997917100604041
ENFP,50,6937,1127,2,35,12,0,1.0
ENFP,50,7446,1242,1,13,66,4,0.9994627988181574
INTP,50,6675,1160,0,12,2,0,1.0
INFJ,50,6131,1054,1,10,6,0,1.0
INFJ,50,8857,1618,4,2,10,0,1.0
INFJ,50,5081,817,2,11,0,0,1.0
ENFP,50,8444,1474,1,5,13,0,1.0
ENTP,50,6518,1155,3,6,4,0,1.0
INTJ,50,5426,543,6,23,0,8,0.9985256173977147
INFJ,50,9045,1627,0,7,17,0,1.0
INTJ,50,8160,1436,0,14,10,1,0.9998774509803922
ISFP,5,396,58,0,0,0,0,1.0
INTP,50,4448,764,1,12,5,0,1.0
INTJ,50,6497,1037,5,19,4,0,1.0
INTP,32,4814,794,0,8,2,0,1.0
ESFP,50,5619,871,1,7,0,1,0.999822032390105
INFP,50,5502,949,1,17,4,2,0.9996364958197019
INTP,50,4847,820,0,9,8,0,1.0
INFJ,50,7125,1215,1,2,0,0,1.0
ISTP,50,7535,1277,0,20,4,1,0.9998672859986728
INTJ,50,6317,1022,10,20,2,0,1.0
ENFJ,50,8369,1443,4,10,6,0,1.0
INFJ,50,9119,1471,11,12,4,0,1.0
INTP,50,6543,1058,7,14,0,0,1.0
INTJ,50,8567,1515,0,7,6,0,1.0
INFP,50,9291,1658,0,4,13,0,1.0
ENFP,50,7343,1291,0,16,18,0,1.0
INTJ,50,7323,1176,6,6,0,0,1.0
ENTP,50,5742,974,2,12,8,0,1.0
INFJ,50,8559,1584,0,14,5,0,1.0
INFJ,49,7788,1352,0,10,11,2,0.9997431946584489
ENFP,47,8382,1473,0,9,7,0,1.0
INFP,50,7964,1394,1,9,23,0,1.0
INTJ,50,6376,1064,0,21,9,5,0.999215809284818
INFP,50,8503,1472,1,9,8,3,0.9996471833470539
ENTJ,50,6066,1003,2,5,2,0,1.0
INFJ,50,7961,1345,4,6,0,0,1.0
INFP,50,7342,1239,0,10,17,0,1.0
INTJ,50,8175,1359,1,0,3,0,1.0
INTJ,41,7751,1379,0,4,4,0,1.0
INFP,50,7039,1155,5,11,1,0,1.0
ISTJ,37,5758,971,2,12,1,0,1.0
